DistanceKm,DurationMin,Weight,Volume,CarType,FinalPrice
184,368,9389,40,Medium van,11154
34,61,9863,32,Medium van,8551
88,154,304,6,Refrigerator,5850
164,275,5274,28,Furniture van,10310
4,5,8947,23,Small van,6187
99,163,9390,60,Tented truck,15386
40,86,7922,8,Tented truck,8051
18,39,8398,51,Furniture van,6449
58,95,3498,59,Dump truck,10268
11,22,2615,42,Refrigerator,4206
186,304,4812,8,Isothermal van,10330
4,8,4947,30,Isothermal van,5056
81,104,9991,13,Dump truck,14288
52,81,8286,38,Isothermal van,9225
64,81,2800,3,Tented truck,6935
30,43,4893,60,Tented truck,8929
144,241,4945,55,Small van,7401
111,163,8988,31,Refrigerator,13236
187,230,3344,16,Furniture van,9464
105,216,9235,8,Isothermal van,9782
87,129,7674,59,Dump truck,15186
99,181,9482,13,Small van,8371
73,118,2192,19,Dump truck,7315
128,274,9433,19,Dump truck,16655
13,24,7997,18,Dump truck,8154
137,289,1864,27,Isothermal van,7770
129,264,8375,40,Refrigerator,14325
99,172,8329,51,Refrigerator,12766
97,195,3415,38,Furniture van,7917
178,297,5038,14,Refrigerator,12599
154,194,2827,19,Furniture van,8654
14,26,6587,28,Medium van,5001
26,55,3625,19,Medium van,3739
73,153,4475,50,Dump truck,9486
25,48,5635,25,Dump truck,7773
39,70,2091,40,Dump truck,6895
171,281,8166,38,Small van,9142
91,143,8951,58,Medium van,10486
126,214,5918,8,Tented truck,14418
88,148,7651,17,Furniture van,8796
26,34,9606,1,Medium van,6491
57,79,3810,43,Isothermal van,7222
7,12,2920,45,Dump truck,4755
183,241,2303,19,Dump truck,15060
92,191,9918,49,Tented truck,13299
170,356,9713,35,Isothermal van,13919
97,175,2004,3,Refrigerator,6625
136,208,9331,5,Furniture van,9939
179,265,7254,21,Medium van,9025
70,124,4174,3,Small van,3636
175,337,2144,55,Small van,7403
46,101,6222,56,Small van,7118
183,355,1910,59,Furniture van,9973
38,46,7798,46,Refrigerator,8823
162,310,356,42,Furniture van,7863
177,266,858,3,Tented truck,11311
181,298,7721,18,Tented truck,16167
130,265,6348,4,Dump truck,14907
179,276,3670,25,Refrigerator,12720
96,169,9860,51,Furniture van,9790
88,159,8409,23,Furniture van,10194
67,101,9267,8,Furniture van,7910
85,168,2511,12,Furniture van,4799
46,59,5887,24,Dump truck,7623
124,185,4693,19,Medium van,7740
144,186,2253,53,Medium van,8403
168,272,3252,39,Medium van,9368
191,373,833,57,Small van,6996
102,223,5827,15,Tented truck,11377
97,135,3147,3,Refrigerator,8750
200,399,4938,56,Tented truck,19850
82,174,4608,2,Refrigerator,7270
118,217,6908,59,Dump truck,15593
107,200,7423,26,Isothermal van,10714
47,63,2125,58,Tented truck,7164
120,172,8442,32,Furniture van,10188
11,14,8606,15,Medium van,5055
177,270,9064,45,Refrigerator,16312
34,67,7146,13,Furniture van,6667
95,180,1517,23,Refrigerator,8725
199,262,2860,20,Small van,6203
109,168,9664,11,Refrigerator,11354
34,42,2443,45,Refrigerator,5079
32,57,174,41,Medium van,2838
130,282,2160,39,Furniture van,8579
64,132,4783,32,Isothermal van,6789
91,182,4139,41,Isothermal van,9270
185,245,6920,4,Small van,8336
120,255,2619,12,Refrigerator,8654
7,13,2997,38,Small van,2895
56,88,8518,57,Dump truck,12142
40,49,8150,4,Small van,5084
110,154,1103,17,Dump truck,10523
134,286,2842,41,Furniture van,8681
160,306,7339,55,Medium van,10287
39,66,6999,34,Tented truck,8622
104,194,5670,36,Dump truck,11597
132,179,4236,2,Refrigerator,11309
80,98,1081,58,Tented truck,9469
151,196,1061,18,Small van,5173
37,63,512,47,Dump truck,5586
111,214,2181,30,Tented truck,9739
153,284,8792,16,Small van,8923
25,42,2920,49,Medium van,4133
83,120,1998,8,Dump truck,8228
200,321,8589,18,Small van,9705
166,240,3818,4,Medium van,7144
1,1,3326,2,Dump truck,3911
175,274,7800,16,Small van,9161
153,252,8925,52,Dump truck,16568
106,191,96,18,Refrigerator,6818
178,309,6625,4,Refrigerator,13239
103,173,3948,8,Tented truck,9317
74,158,8402,2,Medium van,7699
20,32,525,16,Refrigerator,2775
143,265,5019,36,Isothermal van,11766
123,234,8584,40,Furniture van,12286
199,241,659,10,Isothermal van,9640
16,25,1430,12,Isothermal van,2474
183,245,1122,26,Tented truck,15041
127,197,912,39,Isothermal van,7245
155,307,6876,56,Furniture van,11502
112,148,6460,46,Refrigerator,10241
165,362,573,25,Refrigerator,11300
179,323,9919,14,Dump truck,21510
81,172,4009,23,Tented truck,8345
91,109,6065,56,Isothermal van,10011
34,64,967,49,Isothermal van,4843
101,203,8836,14,Small van,8096
102,216,7313,36,Medium van,8670
11,21,2785,19,Small van,2814
17,36,1318,44,Isothermal van,3985
121,149,5014,15,Isothermal van,9214
88,182,9383,32,Isothermal van,11145
87,150,346,37,Refrigerator,6872
113,165,9730,36,Isothermal van,10873
61,78,7858,39,Isothermal van,9458
115,244,4088,2,Isothermal van,7142
183,291,1897,39,Furniture van,9979
138,204,3529,4,Isothermal van,8965
15,18,5054,1,Furniture van,3844
24,40,2944,27,Isothermal van,4691
89,121,2381,1,Dump truck,7871
174,214,1762,8,Isothermal van,9372
150,228,3693,44,Small van,6743
46,76,9373,46,Refrigerator,10909
91,187,4744,33,Small van,5221
109,180,2691,25,Isothermal van,8100
119,172,8426,40,Tented truck,15688
32,48,2664,34,Medium van,3992
57,76,7779,45,Tented truck,11029
7,13,8457,15,Small van,6015
32,68,4046,20,Dump truck,7095
33,43,980,18,Furniture van,3006
135,250,6207,4,Dump truck,16226
71,139,4658,13,Refrigerator,8856
145,218,1424,56,Medium van,7825
123,213,8422,42,Small van,8735
56,122,9277,40,Dump truck,12710
173,292,7309,51,Medium van,10048
44,84,2856,26,Refrigerator,5405
18,38,4202,19,Furniture van,4355
84,111,643,37,Tented truck,9131
129,251,15,12,Small van,3455
199,387,7197,49,Isothermal van,14410
134,232,6449,8,Tented truck,11527
176,310,5903,1,Isothermal van,12609
136,173,7579,34,Refrigerator,12451
109,213,7068,50,Medium van,8339
170,321,2258,2,Isothermal van,10157
142,192,9220,27,Tented truck,14885
181,380,8872,34,Furniture van,14053
154,254,3726,48,Isothermal van,9459
49,61,3697,41,Medium van,4962
176,352,2549,35,Refrigerator,12804
2,3,2381,55,Isothermal van,4269
105,174,8430,53,Medium van,10925
129,213,3070,13,Tented truck,13094
105,128,9449,23,Furniture van,8925
158,315,7928,13,Small van,7521
168,294,3325,12,Small van,6956
76,156,7278,45,Medium van,7376
161,320,131,33,Furniture van,7701
7,11,8694,32,Small van,6529
104,214,4670,19,Refrigerator,10576
120,151,4257,30,Tented truck,12372
147,186,7325,40,Tented truck,14824
69,131,9161,37,Isothermal van,10713
30,55,3731,58,Medium van,4957
179,236,3501,9,Medium van,7256
42,60,8286,51,Isothermal van,9335
24,30,1972,39,Furniture van,4081
185,377,5608,14,Dump truck,16078
88,122,7099,57,Isothermal van,9281
88,173,928,18,Dump truck,8778
21,36,5983,8,Small van,3887
78,158,9116,11,Furniture van,8945
157,198,6318,9,Furniture van,10726
144,238,9354,29,Furniture van,10136
53,107,9687,38,Small van,7798
174,311,4946,13,Small van,6675
123,147,5991,44,Tented truck,14093
56,98,9375,25,Medium van,8723
32,59,6951,38,Refrigerator,7044
93,198,6830,34,Furniture van,8788
45,78,1143,11,Refrigerator,4771
169,212,8478,59,Tented truck,16521
55,110,4011,56,Dump truck,8193
76,163,7280,2,Medium van,6271
90,179,1661,17,Small van,4173
161,312,3944,32,Furniture van,8218
39,48,7991,40,Refrigerator,8316
166,297,5619,60,Refrigerator,15664
6,8,8135,44,Dump truck,8558
28,55,7277,36,Medium van,6605
39,61,283,44,Refrigerator,4822
77,164,5549,27,Dump truck,11139
88,189,7800,12,Furniture van,8417
46,64,2922,26,Tented truck,7208
47,89,2190,58,Tented truck,6844
72,107,5180,8,Dump truck,8678
88,178,4407,37,Tented truck,11582
165,360,9385,16,Refrigerator,16750
118,189,5107,35,Small van,6098
123,228,8966,3,Small van,8416
182,380,5704,6,Isothermal van,12507
35,64,2560,38,Dump truck,7528
157,208,7711,39,Dump truck,17777
79,170,416,36,Isothermal van,6333
146,290,8889,23,Small van,9089
58,70,3663,50,Isothermal van,6028
113,142,4012,35,Refrigerator,8762
186,402,3635,51,Refrigerator,16185
38,60,5716,56,Dump truck,9349
158,332,9361,22,Refrigerator,14014
3,6,9685,51,Small van,7113
75,129,1522,8,Dump truck,6926
21,40,1562,31,Refrigerator,3920
71,91,354,18,Dump truck,7861
94,148,9558,9,Small van,7738
36,62,5782,34,Dump truck,7922
102,131,2695,20,Dump truck,10871
96,165,3981,13,Small van,4627
79,146,8380,17,Small van,7020
195,270,9035,6,Furniture van,12650
84,120,2806,31,Small van,5125
42,69,4213,25,Isothermal van,5257
24,41,1217,30,Dump truck,4555
189,351,6071,41,Furniture van,11265
132,160,3321,7,Isothermal van,7522
126,223,6111,28,Furniture van,9495
106,157,2919,28,Small van,4503
66,122,9320,7,Furniture van,7825
36,57,5031,28,Small van,4844
73,118,3005,17,Refrigerator,7093
163,350,5485,20,Dump truck,17140
165,319,3989,21,Tented truck,13305
124,211,9907,48,Furniture van,11237
81,133,7085,11,Tented truck,12091
45,67,1917,29,Furniture van,4379
31,63,8505,51,Isothermal van,7975
43,77,2163,7,Refrigerator,4622
21,39,8655,10,Small van,6080
164,279,8809,35,Dump truck,20669
64,120,1367,28,Dump truck,8715
39,67,4895,18,Isothermal van,6222
77,96,3757,11,Furniture van,5759
91,152,1561,31,Dump truck,10697
143,209,8181,39,Medium van,10825
84,157,9395,59,Refrigerator,12682
101,183,3220,33,Refrigerator,8237
11,19,8486,33,Dump truck,8249
50,108,6277,27,Tented truck,7598
70,118,8124,51,Isothermal van,8916
162,247,143,9,Dump truck,11236
16,31,1229,17,Dump truck,3740
152,269,9810,33,Medium van,11883
98,151,3241,58,Tented truck,11613
94,113,8107,46,Tented truck,12647
194,414,2331,46,Furniture van,9137
198,434,1896,13,Furniture van,9883
45,91,903,2,Dump truck,5681
71,116,7168,8,Furniture van,6240
190,359,7478,13,Small van,8343
108,159,8110,57,Refrigerator,14234
94,179,2696,3,Refrigerator,7158
33,47,6569,30,Medium van,6493
22,38,5490,32,Furniture van,5389
111,163,6266,17,Medium van,6552
111,243,8510,53,Refrigerator,13515
117,240,2051,52,Medium van,6010
115,198,8096,38,Medium van,8949
71,145,4012,5,Refrigerator,8160
8,11,4017,31,Dump truck,5039
181,375,7802,51,Isothermal van,13739
30,57,7194,51,Isothermal van,7359
57,119,2569,43,Tented truck,8466
190,286,9182,9,Tented truck,19939
70,146,4752,1,Refrigerator,6849
73,127,8415,29,Tented truck,11234
182,243,7220,26,Isothermal van,13195
144,254,2036,5,Isothermal van,8616
28,34,6829,38,Tented truck,8674
134,217,6950,57,Furniture van,10181
40,56,3890,10,Furniture van,3859
147,314,1281,27,Medium van,5908
119,255,5656,28,Small van,6010
3,5,3935,24,Furniture van,3335
168,234,5414,53,Furniture van,9632
88,119,826,58,Dump truck,9046
200,427,6478,42,Furniture van,13176
173,240,9847,46,Medium van,10453
190,412,2966,50,Furniture van,11732
140,207,8925,37,Small van,8409
42,55,6409,48,Isothermal van,6588
12,17,9782,7,Isothermal van,6784
192,417,3690,12,Small van,6744
83,138,2642,15,Isothermal van,5717
92,110,731,21,Refrigerator,6020
79,160,4907,37,Refrigerator,9864
120,182,4228,58,Tented truck,11719
62,117,7888,18,Refrigerator,9617
186,383,6371,23,Dump truck,19076
189,243,8856,35,Small van,11463
79,103,5295,17,Refrigerator,7885
70,89,9626,4,Dump truck,12702
199,260,4606,58,Small van,7960
77,138,5588,32,Dump truck,12485
1,2,8290,48,Refrigerator,7883
78,149,4920,2,Medium van,4847
8,11,1350,59,Small van,2685
86,161,5180,14,Dump truck,9575
135,196,4454,23,Medium van,7504
51,87,8384,13,Tented truck,9502
133,216,8311,50,Refrigerator,14847
139,285,2648,37,Tented truck,11614
139,220,8801,57,Dump truck,18631
143,185,7201,47,Medium van,11255
52,100,5107,57,Medium van,7022
134,269,1732,53,Refrigerator,11315
195,378,1076,7,Isothermal van,9285
36,56,8434,12,Small van,5575
63,76,9442,45,Refrigerator,10902
144,280,2135,47,Furniture van,9378
160,193,7941,21,Isothermal van,13280
130,258,667,53,Furniture van,6495
113,153,9052,37,Furniture van,9838
170,364,5979,41,Medium van,10272
81,161,3131,32,Tented truck,9299
47,92,2074,42,Refrigerator,5360
134,215,4285,39,Medium van,6835
72,93,7387,12,Refrigerator,8011
66,91,6764,38,Furniture van,8240
4,6,4624,29,Small van,4111
35,45,1584,31,Medium van,3264
18,26,7699,53,Furniture van,6191
141,192,1158,3,Refrigerator,8409
25,32,3124,48,Dump truck,7577
75,125,6169,11,Refrigerator,7624
139,201,4790,32,Dump truck,13168
149,285,4156,33,Refrigerator,12598
56,77,9524,60,Small van,8229
190,311,4849,13,Dump truck,16598
48,86,2103,7,Dump truck,7120
168,291,3813,60,Small van,8332
145,286,4708,4,Isothermal van,9587
64,103,5877,48,Medium van,7631
116,203,2196,43,Tented truck,10939
126,207,3472,20,Medium van,6871
51,101,3705,5,Refrigerator,6435
177,311,5330,26,Medium van,10545
100,123,6335,32,Dump truck,11348
42,78,8908,52,Tented truck,9233
191,392,952,19,Tented truck,13024
32,66,8472,30,Refrigerator,8037
115,145,1297,36,Furniture van,6330
140,261,6648,51,Dump truck,17315
69,148,600,36,Tented truck,8143
35,65,2772,48,Furniture van,4814
143,288,1131,57,Small van,6573
109,174,9222,43,Medium van,10100
143,180,5637,52,Medium van,9075
19,27,2877,48,Medium van,3702
60,97,1111,39,Small van,3553
144,273,3945,45,Refrigerator,10616
164,206,6024,31,Tented truck,15022
111,155,5900,51,Dump truck,14481
33,72,2804,37,Furniture van,4762
135,293,4516,5,Furniture van,9101
5,8,5906,58,Isothermal van,5904
41,66,4403,60,Refrigerator,7318
12,19,9878,33,Dump truck,7949
178,335,9825,43,Small van,9981
50,74,7665,2,Small van,5272
56,88,3534,27,Refrigerator,7038
43,57,2957,16,Furniture van,4609
28,44,698,19,Refrigerator,3821
85,182,573,58,Tented truck,7882
105,160,8128,6,Medium van,7214
136,227,6968,21,Dump truck,16678
187,253,599,1,Medium van,6651
111,243,724,2,Dump truck,10390
91,130,1007,29,Refrigerator,7224
111,213,3787,51,Small van,6464
35,55,9739,57,Furniture van,9415
21,40,1618,39,Refrigerator,4210
100,168,1518,38,Small van,3989
116,155,3856,16,Medium van,5581
171,313,189,50,Tented truck,14640
166,334,7946,48,Tented truck,18709
14,28,8953,6,Furniture van,6307
76,112,6681,5,Tented truck,10187
62,135,8620,53,Medium van,8757
118,251,7915,24,Isothermal van,11509
77,132,9242,20,Isothermal van,9784
37,67,9943,18,Small van,6417
167,332,1545,14,Isothermal van,9636
126,221,4459,29,Small van,5509
8,13,5991,38,Dump truck,6920
167,223,3023,42,Refrigerator,13827
79,147,6375,4,Furniture van,7096
133,286,9510,40,Small van,9559
128,241,1668,36,Furniture van,6813
155,261,7862,15,Small van,8617
59,123,3165,21,Dump truck,8790
104,130,7540,49,Dump truck,14813
46,67,8532,46,Dump truck,12017
100,131,9591,32,Small van,9325
52,99,3103,14,Isothermal van,5243
22,35,2652,36,Dump truck,5789
200,369,529,45,Medium van,7258
81,108,2681,22,Dump truck,9491
191,379,8159,45,Furniture van,11777
141,307,6083,32,Medium van,10348
39,85,2112,38,Medium van,3742
21,26,6472,56,Isothermal van,7145
4,7,4025,56,Small van,4348
164,319,4810,33,Medium van,8981
166,328,7501,42,Dump truck,17967
95,178,1507,19,Isothermal van,5661
35,55,4822,2,Small van,3957
79,150,7601,40,Tented truck,12642
48,63,7253,2,Refrigerator,8171
13,21,89,1,Refrigerator,1809
85,172,7873,21,Medium van,8298
90,112,5549,30,Refrigerator,9080
143,293,3116,32,Refrigerator,11596
64,119,5598,21,Refrigerator,8583
13,19,7425,25,Small van,5790
34,56,3156,52,Small van,4462
121,161,7473,42,Furniture van,10007
121,253,6879,22,Furniture van,9502
1,2,1323,21,Furniture van,2398
197,289,7414,29,Small van,10368
67,106,3592,38,Isothermal van,6876
102,155,5986,60,Medium van,8858
34,64,9355,57,Dump truck,10891
32,61,970,32,Refrigerator,4912
17,33,820,3,Medium van,1596
10,18,5231,44,Small van,4613
69,140,5655,11,Medium van,6631
165,264,3877,50,Medium van,8115
137,222,3838,37,Medium van,7058
155,277,5242,54,Tented truck,14227
141,263,6141,35,Refrigerator,12929
67,132,9780,22,Dump truck,12874
57,81,459,9,Isothermal van,3910
197,266,1075,41,Medium van,9081
122,183,8597,22,Isothermal van,9531
119,256,8234,33,Refrigerator,11474
11,19,6770,2,Tented truck,5790
136,272,8360,14,Tented truck,16107
19,31,2307,20,Furniture van,2832
183,350,6512,3,Medium van,10762
17,32,2171,51,Refrigerator,5285
123,234,9109,8,Dump truck,17220
51,70,7132,15,Refrigerator,8049
5,6,9096,1,Medium van,5664
133,264,9140,1,Tented truck,15494
188,372,3869,30,Dump truck,18984
151,218,6919,11,Tented truck,14063
85,184,900,10,Small van,3474
190,305,2202,6,Dump truck,15050
15,20,7894,23,Dump truck,6876
33,72,3610,22,Dump truck,7520
102,171,5916,14,Refrigerator,10762
14,17,4791,14,Furniture van,4692
93,169,7054,33,Furniture van,9905
91,188,4748,56,Isothermal van,8777
68,110,1973,54,Dump truck,10091
91,191,3878,5,Small van,4691
52,69,3590,29,Tented truck,6868
8,15,1532,12,Tented truck,3125
88,159,45,30,Small van,3683
41,65,6538,13,Small van,5591
163,354,7799,20,Tented truck,14561
167,308,7033,41,Medium van,9349
57,97,7613,46,Medium van,6729
47,86,1288,58,Tented truck,7629
197,372,9990,45,Dump truck,24059
185,308,8793,58,Isothermal van,14260
121,208,8738,48,Isothermal van,12377
123,197,1560,30,Small van,4931
132,204,1767,2,Refrigerator,7755
154,257,6997,54,Refrigerator,12910
181,248,9639,21,Isothermal van,12115
6,10,1428,5,Refrigerator,2221
62,85,3420,25,Refrigerator,6313
19,36,2794,36,Furniture van,3496
112,147,2178,7,Refrigerator,7487
179,258,3443,13,Furniture van,8850
63,112,9406,57,Dump truck,13547
2,3,4089,49,Small van,4266
170,278,3134,25,Small van,5910
192,270,3606,2,Isothermal van,11647
3,5,1914,12,Furniture van,2190
195,363,5570,38,Medium van,9490
51,83,4294,42,Small van,5734
114,193,8743,45,Isothermal van,11356
14,29,9008,38,Isothermal van,8289
109,180,8569,37,Small van,8256
84,172,851,14,Furniture van,4521
106,147,3317,18,Small van,5100
91,197,1423,53,Isothermal van,6592
94,156,899,43,Small van,4141
191,248,4335,16,Dump truck,17341
13,17,7720,46,Isothermal van,7384
64,125,6122,21,Refrigerator,7660
200,410,9708,15,Dump truck,19232
121,209,6374,39,Refrigerator,10981
57,121,8541,41,Tented truck,9684
60,120,1419,28,Dump truck,8397
49,67,3743,3,Isothermal van,5609
190,324,9127,30,Isothermal van,14496
111,208,7624,12,Tented truck,11138
127,154,8992,25,Tented truck,14169
48,88,4970,47,Refrigerator,7785
175,308,3367,22,Furniture van,9705
58,83,656,49,Dump truck,8235
23,37,780,7,Tented truck,3820
187,401,562,54,Tented truck,17238
100,144,1125,25,Isothermal van,6096
168,289,4690,22,Tented truck,16559
189,317,5059,38,Refrigerator,13306
98,166,306,47,Isothermal van,5911
139,271,834,39,Medium van,7219
166,331,1635,47,Tented truck,12188
9,19,9131,40,Dump truck,9667
96,134,4080,30,Furniture van,7217
129,248,6001,29,Dump truck,14036
185,249,6064,58,Isothermal van,13803
25,46,675,56,Refrigerator,4230
158,275,2526,37,Refrigerator,11626
199,379,3476,20,Medium van,8831
68,112,4840,19,Small van,5435
27,33,5304,13,Medium van,4913
155,291,6040,48,Furniture van,10513
186,318,1473,10,Refrigerator,12346
118,234,824,7,Refrigerator,7807
117,250,3671,52,Isothermal van,10211
33,53,1268,24,Isothermal van,4202
28,58,291,2,Dump truck,4393
1,1,2303,57,Furniture van,4232
75,113,4842,45,Furniture van,7969
41,88,7785,21,Tented truck,10128
158,259,516,22,Medium van,6888
164,269,4583,7,Small van,6302
6,12,2181,43,Isothermal van,3624
86,174,8186,60,Isothermal van,10445
148,281,815,6,Refrigerator,8955
58,70,9277,13,Tented truck,11741
79,104,5859,46,Dump truck,11020
180,239,6991,30,Tented truck,17178
122,224,176,13,Isothermal van,5912
45,61,6145,26,Isothermal van,7018
27,40,7411,5,Isothermal van,5421
32,55,2180,1,Refrigerator,4039
176,341,2765,14,Tented truck,15163
92,124,9348,52,Small van,7725
62,86,3977,14,Tented truck,8462
116,235,7828,45,Medium van,9592
132,247,487,28,Dump truck,12168
117,215,8873,21,Furniture van,8815
149,202,7570,38,Tented truck,16073
167,262,931,19,Isothermal van,8394
8,11,6896,53,Tented truck,6423
82,141,7442,5,Furniture van,8299
90,133,4516,3,Small van,4615
60,94,8025,27,Small van,7608
55,107,2836,39,Furniture van,4928
94,187,7900,43,Medium van,7728
69,104,9433,20,Refrigerator,10555
117,248,1305,46,Isothermal van,6985
89,162,5505,39,Furniture van,8535
65,134,7226,7,Small van,5457
89,191,4259,35,Small van,5487
67,136,8619,9,Dump truck,12044
71,93,9387,47,Small van,8334
157,209,6936,52,Dump truck,19460
61,103,142,30,Isothermal van,4463
154,289,9151,13,Furniture van,10387
86,179,2571,46,Refrigerator,9117
18,36,3304,28,Small van,3116
144,220,8456,10,Furniture van,9209
166,248,8044,8,Small van,7664
80,166,2960,35,Tented truck,9047
186,262,3655,26,Medium van,9184
128,197,3713,20,Small van,5950
177,329,2710,21,Medium van,8996
166,222,3884,53,Small van,8015
23,30,4196,48,Isothermal van,5282
7,8,7762,19,Small van,5134
70,107,1389,31,Small van,3971
195,281,8598,55,Medium van,12538
191,308,1403,44,Medium van,8370
79,171,8322,27,Dump truck,11913
15,23,7714,25,Tented truck,6494
194,298,4903,48,Medium van,11192
80,135,1596,2,Medium van,3937
157,263,679,46,Refrigerator,10260
75,100,9178,8,Medium van,7818
98,124,122,16,Isothermal van,5312
75,111,2283,60,Furniture van,6619
84,122,2306,10,Tented truck,9361
174,357,3505,46,Isothermal van,10353
140,201,3993,8,Small van,6151
167,202,323,13,Refrigerator,11239
163,323,5057,26,Dump truck,15298
98,155,9659,6,Small van,8529
55,117,4202,44,Furniture van,7101
193,252,9506,59,Furniture van,15159
58,83,3182,51,Small van,4336
44,63,578,8,Refrigerator,3457
162,311,240,52,Small van,4975
200,240,7641,22,Tented truck,17377
157,220,5868,23,Furniture van,11368
164,232,8506,29,Small van,9770
113,190,8501,60,Refrigerator,13932
80,175,154,15,Small van,2411
152,248,2253,13,Tented truck,12161
34,54,7590,24,Dump truck,9340
141,224,2462,56,Isothermal van,9397
91,169,8108,29,Small van,7828
95,139,8184,32,Small van,7832
5,7,1197,12,Refrigerator,2344
103,148,6712,44,Dump truck,12745
110,227,795,19,Medium van,4250
121,240,6937,17,Tented truck,12390
6,9,1548,33,Tented truck,3479
76,163,7560,53,Isothermal van,9307
109,168,9871,55,Furniture van,12218
117,239,4749,2,Isothermal van,9039
162,294,4710,41,Refrigerator,15169
161,264,8140,28,Small van,9309
84,140,580,15,Furniture van,4773
178,353,7923,32,Isothermal van,15231
161,294,6197,30,Isothermal van,10308
176,312,8461,36,Furniture van,13842
56,85,1590,56,Small van,3563
66,106,4294,37,Refrigerator,8491
58,105,723,24,Small van,2722
99,150,3891,31,Medium van,6802
96,196,2133,16,Small van,4701
186,370,5816,9,Tented truck,18451
81,176,1923,30,Small van,4649
5,8,9523,11,Medium van,6538
28,37,7138,6,Dump truck,6664
11,16,7973,53,Refrigerator,7955
109,134,1232,17,Refrigerator,8920
108,177,2312,34,Dump truck,12339
57,114,1098,21,Tented truck,7197
161,292,3512,5,Small van,5326
145,272,645,43,Tented truck,10872
115,215,2692,58,Furniture van,8208
161,218,3675,52,Tented truck,14202
113,214,5450,6,Furniture van,7485
67,116,8825,10,Dump truck,12041
67,84,2772,30,Refrigerator,7303
12,16,6886,7,Refrigerator,5138
65,85,8891,35,Small van,8439
151,213,1325,21,Small van,5537
8,10,2501,4,Refrigerator,3019
73,146,2298,41,Medium van,4510
8,11,5307,26,Small van,3693
86,128,6441,51,Medium van,7137
166,285,3692,54,Furniture van,11640
107,134,6953,5,Tented truck,12443
81,114,7888,7,Isothermal van,8213
14,17,7998,17,Furniture van,6747
93,162,6532,46,Medium van,7442
190,335,4622,50,Tented truck,17021
102,126,7986,27,Dump truck,13708
103,177,5287,36,Refrigerator,9386
115,239,3284,45,Furniture van,7726
132,284,2279,42,Small van,6717
188,384,6593,31,Isothermal van,13775
7,10,4413,33,Dump truck,5967
186,227,7794,15,Small van,9729
88,172,1709,9,Tented truck,8096
124,242,1834,44,Refrigerator,9724
40,70,9142,31,Small van,7867
34,60,2517,49,Furniture van,4723
6,12,4601,41,Isothermal van,5455
161,318,7671,27,Dump truck,19155
43,80,4723,1,Tented truck,6813
143,207,3642,44,Tented truck,14506
47,80,2658,30,Furniture van,4910
117,175,8209,34,Refrigerator,10794
12,21,7840,59,Small van,5736
86,132,8948,29,Isothermal van,10128
170,236,4828,52,Refrigerator,12083
148,321,7184,40,Isothermal van,10681
15,22,6310,20,Furniture van,5497
5,9,666,16,Small van,1127
124,173,5804,40,Dump truck,12932
153,221,9142,52,Tented truck,15142
85,121,5544,7,Isothermal van,7070
150,300,8573,22,Isothermal van,12831
130,246,215,27,Tented truck,11338
157,334,2227,44,Refrigerator,11041
138,302,752,32,Isothermal van,7936
159,295,3673,4,Small van,5557
40,77,2652,27,Dump truck,7332
130,208,6339,29,Isothermal van,11201
20,38,2674,46,Small van,3445
28,55,7485,29,Medium van,5901
162,212,3035,5,Refrigerator,11435
88,166,1214,53,Dump truck,10625
43,80,5720,28,Isothermal van,6187
134,282,3276,52,Dump truck,14750
168,272,7650,43,Isothermal van,11209
98,170,1423,21,Small van,4205
159,224,7177,60,Dump truck,18944
21,36,3648,17,Refrigerator,4167
48,92,253,42,Medium van,3694
129,178,763,27,Furniture van,6398
151,281,2630,51,Tented truck,12278
65,119,2417,7,Tented truck,7136
103,196,7571,46,Dump truck,14912
41,68,5922,31,Refrigerator,6491
43,77,1533,29,Medium van,3050
60,119,4077,45,Refrigerator,7254
193,344,9738,6,Isothermal van,15806
36,57,1493,60,Isothermal van,5686
144,277,4254,44,Small van,8004
85,181,7247,26,Furniture van,8820
60,105,2083,37,Furniture van,4525
183,342,3968,54,Furniture van,12255
35,73,3426,49,Furniture van,4898
194,404,3400,15,Tented truck,16706
119,212,4113,16,Medium van,7398
174,236,3720,29,Medium van,8509
33,40,1595,53,Dump truck,5946
21,32,8140,22,Tented truck,7668
37,49,865,18,Dump truck,5162
3,3,5888,49,Refrigerator,6179
96,196,1517,8,Furniture van,5277
125,235,3900,4,Isothermal van,8956
139,184,352,17,Tented truck,11068
166,283,9233,49,Furniture van,13818
106,207,7706,56,Isothermal van,11969
169,230,3306,16,Medium van,7730
139,238,543,40,Isothermal van,7793
45,61,8490,49,Tented truck,9858
43,54,29,33,Dump truck,6251
11,13,2136,24,Isothermal van,2795
145,183,844,43,Dump truck,13822
27,33,8103,3,Furniture van,5177
15,28,6959,53,Dump truck,8588
149,202,5910,55,Small van,8714
6,10,9176,49,Dump truck,7558
88,123,524,58,Isothermal van,6950
32,47,8779,17,Isothermal van,7178
22,27,4402,11,Refrigerator,4986
136,217,7277,10,Tented truck,13494
2,3,6922,11,Refrigerator,4911
100,153,8277,2,Tented truck,12548
20,35,9480,34,Small van,7398
43,53,4910,52,Medium van,5566
176,375,153,24,Dump truck,16100
173,231,7181,37,Tented truck,14710
34,69,3170,59,Medium van,4910
11,17,4148,52,Medium van,4528
81,130,1441,20,Small van,3628
6,8,719,19,Isothermal van,1987
73,136,7964,36,Refrigerator,11513
